team,season_start,season_end,narrative,head_coach,win_percentage,division_rank,made_playoffs,made_conference_finals,made_finals,won_championship,conference_rank
Atlanta Hawks,1991,1992,"The 1991–92 NBA season was the Hawks' 43rd season in the National Basketball Association, and 24th season in Atlanta.[1] The Hawks had the ninth pick in the 1991 NBA draft, and selected Stacey Augmon out of UNLV.[2][3] During the off-season, the team acquired All-Star guard Maurice Cheeks from the New York Knicks,[4][5][6] acquired second-year guard Travis Mays from the Sacramento Kings,[7][8] and acquired Blair Rasmussen from the Denver Nuggets. However, Mays only played just two games due to two ruptured tendons in his right ankle.[9] The Hawks got off to an 8–8 start and played .500 basketball for the first half of the season, holding a 24–23 record at the All-Star break.[10] However, with a 22–20 record as of January 28, Dominique Wilkins ruptured his Achilles tendon and was out for the remainder of the season after playing just 42 games, averaging 28.1 points and 7.0 rebounds per game.[11][12][13][14] Without Wilkins, the Hawks would struggle and lose 24 of their final 40 games, including a 7-game losing streak in March. The Hawks finished fifth in the Central Division with a 38–44 record,[15] missing the playoffs and losing a tie-breaker for the #8 seed in the Eastern Conference to the Miami Heat. Wilkins and Kevin Willis were both selected for the 1992 NBA All-Star Game, but Wilkins did not participate due to injury.[16][17] Willis averaged 18.3 points and 15.5 rebounds per game, was named to the All-NBA Third Team, and finished in third place in Most Improved Player voting.[18] In addition, Augmon averaged 13.3 points and 1.5 steals per game, and was named to the NBA All-Rookie First Team, while second-year guard Rumeal Robinson showed improvement averaging 13.0 points and 5.5 assists per game, and Rasmussen provided the team with 9.0 points and 4.9 rebounds per game. Off the bench, Duane Ferrell provided with 12.7 points per game, and rookie guard Paul Graham contributed 10.1 points per game.[19] Following the season, Robinson was traded to the New Jersey Nets,[20][21][22] and Cheeks was released to free agency after only just one season with the Hawks.",Bob Weiss,0.463,5.0,False,False,False,False,9.0
Atlanta Hawks,1992,1993,"The 1992–93 NBA season was the Hawks' 44th season in the National Basketball Association, and 25th season in Atlanta.[1] The Hawks had the tenth overall pick in the 1992 NBA draft, and selected Adam Keefe out of Stanford University.[2][3][4][5][6] During the off-season, the team acquired Mookie Blaylock and Roy Hinson from the New Jersey Nets. However, Hinson never played for the Hawks due to knee injuries he sustained in New Jersey.[7][8][9][10] Despite having Dominique Wilkins back after missing most of the previous year with a ruptured Achilles tendon, the Hawks lost five of their first seven games, but managed to defeat the 2-time defending champion Chicago Bulls on the road, 100–99 at the Chicago Stadium on November 7, 1992.[11][12][13] As the season progressed, the team continued to struggle playing below 500. for the first half of the season, holding a 24–27 record at the All-Star break.[14] However, after holding a 26–31 record as of March 4, 1993, the Hawks would win 12 of their next 13 games while posting a 12–3 record in March, on their way to finishing fourth in the Central Division with a 43–39 record.[15] Wilkins surpassed Bob Pettit as the Hawks all-time scoring leader, finishing second in the league in scoring, averaging 29.9 points and 6.8 rebounds per game; he was also named to the All-NBA Second Team, was selected for the 1993 NBA All-Star Game,[16][17][18][19] and finished in fifth place in Most Valuable Player voting.[20][21][22] In addition, Kevin Willis averaged 17.9 points and 12.9 rebounds per game, while second-year guard Stacey Augmon contributed 14.0 points per game, and Blaylock provided the team with 13.4 points, 8.4 assists and 2.5 steals per game. Off the bench, Duane Ferrell provided with 10.2 points per game, while second-year guard Paul Graham contributed 8.1 points per game, Keefe averaged 6.6 points and 5.3 rebounds per game, and starting center Jon Koncak provided with 3.5 points, 5.5 rebounds and 1.3 blocks per game.[23] However, in the Eastern Conference First Round of the playoffs, the Hawks were swept by the Bulls in three straight games.[24][25][26][27] The Bulls would go on to defeat the Phoenix Suns in six games in the NBA Finals, winning their third consecutive championship.[28][29][30][31][32] This was Wilkins' final full season with the Hawks before being traded to the Los Angeles Clippers midway through the following season.[33][34][35][36][37] Also, following the season, head coach Bob Weiss was fired after three seasons with the Hawks,[38][39][40] and Travis Mays was released to free agency. For the season, the Hawks changed their uniforms, adding side panels to the right side of their jerseys and shorts, which remained in use until 1995.[41][42]",Bob Weiss,0.524,4.0,True,False,False,False,7.0
Atlanta Hawks,1993,1994,"The 1993–94 NBA season was the Hawks' 45th season in the National Basketball Association, and 26th season in Atlanta.[1] In the off-season, Chicago Bulls All-Star guard Michael Jordan shocked the NBA by announcing his retirement.[2][3][4][5][6] This meant that various teams in the league had an opportunity to contend for a championship. The Hawks hired Hall of Famer Lenny Wilkens as their new head coach. Wilkens was a star guard for the franchise when it was based in St. Louis in the 1960s. He was quickly moving up the all-time coaching wins list after successful runs with the Seattle SuperSonics and Cleveland Cavaliers. Wilkens employed a defensive system which benefited several members of the team.[7][8][9] The team also signed free agents Craig Ehlo,[10][11][12] and Andrew Lang during the off-season.[13][14] The Hawks got off to a slow start losing four of their first five games, but then went on a 14-game winning streak between November and December, which led to a 15–4 start,[15] as they held a 34–13 record at the All-Star break.[16] Despite being in first place in the East, the Hawks would trade All-Star forward Dominique Wilkins to the Los Angeles Clippers in exchange for All-Star forward Danny Manning on February 24.[17][18][19][20][21] By the end of the season, the Hawks finished first overall in the Eastern Conference with a record of 57 wins and 25 losses.[22] Kevin Willis led the team with 19.1 points and 12.0 rebounds per game, while Mookie Blaylock averaged 13.8 points, 9.7 assists and 2.6 steals per game, and was named to the NBA All-Defensive First Team. In addition, Stacey Augmon provided the team with 14.8 points and 1.8 steals per game, while Ehlo contributed 10.0 points and 1.7 steals per game off the bench as the team's sixth man, and Jon Koncak led the team with 1.5 blocks per game.[23] Wilkins and Blaylock were both selected for the 1994 NBA All-Star Game, with Lenny Wilkens coaching the Eastern Conference.[24][25][26][27][28][29] Wilkens was also named Coach of the Year,[30][31] and Ehlo finished in third place in Sixth Man of the Year voting.[32] In the playoffs, the Hawks trailed 2–1 to the 8th-seeded Miami Heat in the Eastern Conference First Round,[33][34][35] but won the series in five games.[36][37][38][39] However, they lost to the 5th-seeded Indiana Pacers four games to two in the Eastern Conference Semi-finals.[40][41][42][43] Following the season, Manning signed as a free agent with the Phoenix Suns,[44][45][46][47] while Duane Ferrell signed with the Indiana Pacers,[48] and second-year forward Adam Keefe was traded to the Utah Jazz.[49][50] [51] Entering the playoffs, the Hawks struggled, as they needed the full five games to get past the Miami Heat in the Eastern Conference quarterfinals. In the Eastern Conference semifinals, the Hawks were upset by the Indiana Pacers in 6 games. Player Transactions Citation:[52]",Lenny Wilkens,0.695,1.0,True,False,False,False,1.0
Atlanta Hawks,1994,1995,"The 1994–95 NBA season was the Hawks' 46th season in the National Basketball Association, and 27th season in Atlanta.[1] This was the team's first season since 1981–82 without All-Star forward Dominique Wilkins, as he signed as a free agent with the Boston Celtics in the off-season.[2][3][4][5][6] During the off-season, the Hawks acquired Ken Norman from the Milwaukee Bucks,[7][8][9] and Tyrone Corbin from the Utah Jazz.[10][11][12] Early into the season, they traded Kevin Willis to the Miami Heat in exchange for Steve Smith and Grant Long after the first two games.[13][14][15][16] The Hawks struggled losing their first four games, held a 12–19 record as of January 4, and later held a 22–26 record at the All-Star break.[17] However, head coach Lenny Wilkens made history by becoming the NBA's all-time winningest coach, surpassing Red Auerbach on January 6, 1995, with 939 wins in a 112–90 home win over the Washington Bullets.[18][19][20][21] The Hawks won seven of their final ten games, finishing fifth in the Central Division with a mediocre 42–40 record.[22] Mookie Blaylock led the team with 17.2 points, 7.7 assists, 2.5 steals per game and 199 three-point field goals, which was tied in second in the league, and was named to the NBA All-Defensive First Team. In addition, Smith finished second on the team in scoring averaging 16.2 points per game, while Stacey Augmon provided the team with 13.9 points and 1.3 steals per game. Norman contributed 12.7 points and 4.9 rebounds per game, while Long provided with 11.7 points, 7.5 rebounds and 1.4 steals per game, and Andrew Lang averaged 9.7 points, 5.6 rebounds and 1.8 blocks per game.[23] Sixth man Craig Ehlo contributed 9.7 points per game off the bench, but only played just 49 games due to a knee injury.[24][25][26] However, in the playoffs, the Hawks would be eliminated by the Indiana Pacers for the second consecutive season, as they were swept in three straight games in the Eastern Conference First Round.[27][28][29][30] Following the season, Corbin was traded to the Sacramento Kings,[31][32][33] and Jon Koncak signed as a free agent with the Orlando Magic.[34][35] For the season, the Hawks added new black alternate road uniforms, which only lasted for just one season.[36] [37] November 7, 1994 Player Transactions Citation:[38]",Lenny Wilkens,0.512,5.0,True,False,False,False,7.0
Atlanta Hawks,1995,1996,"The 1995–96 NBA season was the Hawks' 47th season in the National Basketball Association, and 28th season in Atlanta.[1] The Hawks received the 16th overall pick in the 1995 NBA draft, and selected Alan Henderson out of Indiana University.[2][3][4][5] During the off-season, the team re-acquired former Hawks guard and one-time Slam Dunk champion Spud Webb from the Sacramento Kings; Webb played for the Hawks from 1985 to 1991.[6][7][8][9] The team also replaced Stacey Augmon as the team's starting small forward with Ken Norman, as Augmon played a sixth man role off the bench for the first half of the season. The Hawks played above .500 with a 9–5 start in November, but then struggled losing 10 of their 14 games in December. After 28 games, Norman was benched as Augmon returned to the lineup for the remainder of the season, as the Hawks posted a ten-game winning streak in January,[10][11][12][13] and held a 26–21 record at the All-Star break.[14] At mid-season, Webb was traded along with Andrew Lang to the Minnesota Timberwolves in exchange for Christian Laettner and Sean Rooks.[15][16][17][18] The Hawks finished fourth in the Central Division with a 46–36 record.[19] Head coach Lenny Wilkens reached a significant milestone, becoming the first NBA coach ever to reach 1,000 victories, after a 74–68 home win against his former team, the Cleveland Cavaliers on March 1, 1996;[20][21][22][23] Wilkens also finished in sixth place in Coach of the Year voting.[24][25] Steve Smith led the Hawks in scoring averaging 18.1 points per game, while Mookie Blaylock averaged 15.7 points, 5.9 assists and 2.6 steals per game, while finishing third in the league with 231 three-point field goals, which was a franchise record for the team, and was named to the NBA All-Defensive Second Team. In addition, Grant Long provided the team with 13.1 points, 9.6 rebounds and 1.3 steals per game, while Augmon provided with 12.7 points and 1.4 steals per game. Off the bench, sixth man Craig Ehlo contributed 8.5 points per game, and Henderson averaged 6.4 points and 4.5 rebounds per game.[26] Norman averaged 8.9 points and 3.9 rebounds per game in 34 games, but did not participate in the playoffs, and feuded with coach Wilkens after being benched.[27][28] In the Eastern Conference First Round of the playoffs, the Hawks faced the Indiana Pacers for the third consecutive season. They would eliminate the 3rd-seeded Pacers in a hard-fought five-game series.[29][30][31][32] However, in the Eastern Conference Semi-finals, they would be eliminated by the Orlando Magic in five games.[33][34][35][36][37] Following the season, Augmon and Long were both traded to the Detroit Pistons,[38][39][40][41] while Ehlo signed as a free agent with the Seattle SuperSonics,[42][43][44] and Rooks signed with the Los Angeles Lakers.[45] For the season, the Hawks changed their primary logo, which showed a hawk spreading its wings and holding a basketball, and added black and brown to their color scheme of red and yellow.[46] The team also added new uniforms, which had the Hawks' logo on the front of their jerseys, while adding half-black and half-red road uniforms.[47][48] The logo remained in use until 2007, while the basic design lasted until 2015, and the new uniforms lasted until 1999.",Lenny Wilkens,0.561,4.0,True,False,False,False,6.0
Atlanta Hawks,1996,1997,"The 1996–97 NBA season was the Hawks' 48th season in the National Basketball Association, and 29th season in Atlanta.[1] During this season, Hawks owner Ted Turner was the then-vice chairman of Time Warner after acquiring Turner Broadcasting System.[2][3][4] In an effort to improve their team, the Hawks strengthened their defense by signing free agent All-Star center Dikembe Mutombo.[5][6][7][8][9] During the off-season, the team signed free agents Tyrone Corbin and Willie Burton; Corbin previously played for the Hawks during the 1994–95 season.[10][11][12] The team also signed Eldridge Recasner and former Georgia Tech guard Jon Barry.[13][14] The Hawks struggled with a 5–6 start to the season, but soon played above .500 as the team signed three-point specialist Henry James in December,[14] and later on released Burton to free agency in January after playing 24 games. The Hawks posted a 14–2 record in January, which included a ten-game winning streak,[15] then later on held a 31–15 record at the All-Star break,[16] and posted a 7-game winning streak in March. The team also won 20 consecutive home games from November 12 to February 12.[17][18] The Hawks finished second in the Central Division with a 56–26 record, while posting the third best home record in the league at 36–5.[19] The Hawks had the third best team defensive rating in the NBA.[20] Mutombo averaged 13.3 points, 11.6 rebounds and 3.3 blocks per game, and would capture the Defensive Player of the Year honors for the second time, as he was named to the NBA All-Defensive First Team, finishing second in the NBA in rebounding and blocked shots,[21][22][23] while Christian Laettner had a stellar season, averaging 18.1 points and 8.8 rebounds per game. Mutombo and Laettner were both selected for the 1997 NBA All-Star Game.[24][25][26][27] In addition, Steve Smith continued to lead the Hawks in scoring with 20.1 points per game, while Mookie Blaylock provided the team with 17.4 points, 5.3 rebounds, 5.9 assists, led the league with 2.7 steals per game, finished second in the league with 221 three-point field goals, and was named to the NBA All-Defensive Second Team, and Corbin contributed 9.5 points and 1.3 steals per game. Off the bench, James contributed 6.7 points per game, and second-year forward Alan Henderson averaged 6.6 points and 3.9 rebounds per game,[28] but only played just 30 games due to a mysterious illness known as ""acute viral pancreatitis"".[29][30][31] Blaylock also finished in third place in Defensive Player of the Year voting.[32] In the playoffs, the Hawks would be put to the test as they faced the Detroit Pistons in the Eastern Conference First Round. The Pistons took a 2–1 series lead,[33][34][35] but the Hawks managed to win the next two games, thus winning the series in five games.[36][37][38][39] However, the Hawks would provide little challenge to Michael Jordan, Scottie Pippen and the Chicago Bulls in the Eastern Conference Semi-finals, as they fell in five games to the defending and eventual NBA champions,[40][41][42][43] despite winning Game 2 at the United Center, 103–95.[44][45][46][47] The Bulls would go on to defeat the Utah Jazz in six games in the NBA Finals, winning their fifth championship in seven years.[48][49][50][51][52] It was also the Hawks' final season playing at The Omni, which was scheduled to demolition after the season,[53][54][55][56] and hosted its final game in a Game 4 loss to the Bulls during the second round of the playoffs, 89–80 on May 11, 1997.[57][58][59][60] Following the season, Barry signed as a free agent with the Los Angeles Lakers,[61] while James re-signed with his former team, the Cleveland Cavaliers,[62] and Ken Norman, who only played just 17 games this season due to a back injury, retired.[63] [66] July 15, 1996 July 15, 1996 August 13, 1996 September 12, 1996 September 27, 1996 October 2, 1996 October 28, 1996 November 13, 1996 November 14, 1996 November 26, 1996 December 20, 1996 January 2, 1997 January 7, 1997 March 4, 1997 March 5, 1997 March 25, 1997 Player Transactions Citation:[67]",Lenny Wilkens,0.683,2.0,True,False,False,False,4.0
Atlanta Hawks,1997,1998,"The 1997–98 NBA season was the Hawks' 49th season in the National Basketball Association, and 30th season in Atlanta.[1] Due to the demolition of The Omni during the off-season, the Hawks played their home games between the Georgia Dome, home of the NFL's Atlanta Falcons, and the Alexander Memorial Coliseum, home of the NCAA's Georgia Tech Yellow Jackets basketball team.[2][3][4][5][6] The Alexander Memorial Coliseum (known as ""Alexander Memorial Coliseum at McDonald's Center"" at the time) was also the Hawks' original home from 1968 to 1972.[7] In the off-season, the team signed free agent Chucky Brown,[8][9][10] and re-signed Greg Anderson, who previously played for the Hawks during the 1994–95 season.[11] The Hawks got off to a fast start winning their first eleven games of the season.[12][13][14] However, after a 19–5 start, they would struggle losing seven straight games between December and January, but then won six straight afterwards and held a 29–20 record at the All-Star break.[15] The Hawks won eight of their final eleven games, finishing fourth in the Central Division with a solid 50–32 record.[16] Dikembe Mutombo averaged 13.4 points, 11.4 rebounds and 3.4 blocks per game, and was named Defensive Player of the Year for the second straight year, and was also named to the All-NBA Third Team, and NBA All-Defensive First Team,[17][18][19] while Steve Smith led the Hawks in scoring averaging 20.1 points per game for the second straight season. Mutombo and Smith were both selected for the 1998 NBA All-Star Game.[20][21][22][23][24] In addition, Alan Henderson averaged 14.3 points and 6.4 rebounds per game, after replacing Christian Laettner as the team's starting power forward at midseason, and was named Most Improved Player of the Year,[25][26][27][28] while Laettner provided the team with 13.8 points and 6.6 rebounds per game, and Mookie Blaylock contributed 13.2 points, 6.7 assists, led the league with 2.6 steals per game, and was named to the NBA All-Defensive Second Team. Tyrone Corbin provided with 10.2 points and 1.3 steals per game, and Eldridge Recasner contributed 9.3 points per game off the bench.[29] Blaylock also finished tied in fifth place in Defensive Player of the Year voting.[30] However, in the playoffs, the Hawks lost in four games to the Charlotte Hornets in the Eastern Conference First Round,[31][32][33][34] despite a 32-point margin in a Game 3 home win over the Hornets, 96–64.[35][36][37] Following the season, Laettner was traded to the Detroit Pistons,[38][39][40][41] while Recasner and Brown both signed as free agents with the Charlotte Hornets,[42][43][44] and Anderson was released to free agency. On March 27, 1998, the Hawks set a single game regular season attendance record of 62,046 fans at the Georgia Dome in a game against Michael Jordan, and the 2-time defending champion Chicago Bulls, who defeated the Hawks, 89–74.[45][46][47][48] The Bulls would go on to defeat the Utah Jazz in six games in the NBA Finals for their third consecutive championship, and sixth overall in eight years.[49][50][51][52][53]",Lenny Wilkens,0.61,4.0,True,False,False,False,5.0
Atlanta Hawks,1998,1999,"The 1998–99 NBA season was the Hawks' 50th season in the National Basketball Association, and 31st season in Atlanta.[1] On March 23, 1998, the owners of all 29 NBA teams voted 27–2 to reopen the league's collective bargaining agreement, seeking changes to the league's salary cap system, and a ceiling on individual player salaries. The National Basketball Players Association (NBPA) opposed to the owners' plan, and wanted raises for players who earned the league's minimum salary. After both sides failed to reach an agreement, the owners called for a lockout, which began on July 1, 1998, putting a hold on all team trades, free agent signings and training camp workouts, and cancelling many NBA regular season and preseason games.[2][3][4][5][6] Due to the lockout, the NBA All-Star Game, which was scheduled to be played in Philadelphia, Pennsylvania on February 14, 1999, was also cancelled.[7][8][9][10][11] However, on January 6, 1999, NBA commissioner David Stern, and NBPA director Billy Hunter finally reached an agreement to end the lockout. The deal was approved by both the players and owners, and was signed on January 20, ending the lockout after 204 days. The regular season began on February 5, and was cut short to just 50 games per team instead of the regular 82-game schedule.[12][13][14][15][16] The Hawks continued to split their home games between the Georgia Dome, and the Alexander Memorial Coliseum for the second consecutive season.[17] In the off-season, the team signed free agents LaPhonso Ellis,[18][19][20] second-year guard Anthony Johnson and re-signed former Hawks forward Grant Long.[21][22][23][17] Ellis would reunite with his former teammate of the Denver Nuggets, 3-time Defensive Player of the Year Dikembe Mutombo. However, Ellis would be out for the remainder of the season with a hernia injury after just 20 games,[24][25] being replaced by second-year forward Chris Crawford as the team's starting small forward. The Hawks played around .500 with a 9–9 start, then later on posted a 7-game winning streak in April, and won nine of their final eleven games. The team finished second in the Central Division with a 31–19 record.[26] Steve Smith led the team in scoring with 18.7 points per game, while Mookie Blaylock averaged 13.3 points, 5.8 assists and 2.1 steals per game, and Mutombo provided the team with 10.8 points, 12.2 rebounds and 2.9 blocks per game. In addition, Alan Henderson provided with 12.5 points and 6.6 rebounds per game, while Ellis contributed 10.2 points and 5.5 rebounds, and Long played a sixth man role, averaging 9.8 points and 5.9 rebounds per game off the bench. Corbin contributed 7.5 points per game also off the bench, and Crawford provided with 6.9 points per game.[27] Mutombo and Blaylock were both named to the NBA All-Defensive Second Team, and Mutombo also finished in second place in Defensive Player of the Year voting.[28][29] In the Eastern Conference First Round of the playoffs, the Hawks faced off against the Detroit Pistons. Despite losing Henderson to an eye injury in Game 1, and losing Crawford to a shoulder injury in Game 2,[30][31] the Hawks defeated the Pistons in five games,[32][33][34][35] but would be swept by the 8th-seeded New York Knicks in four straight games in the Eastern Conference Semi-finals.[36][37][38][39] The Knicks would become the first #8 seed to reach the NBA Finals, but would lose in five games to the San Antonio Spurs.[40][41][42][43][44] This season would also be the last time the Hawks appear in the playoffs until 2008. Following the season, Smith and second-year guard Ed Gray were both traded to the Portland Trail Blazers,[45][46][47][48] while Blaylock was traded to the Golden State Warriors after seven seasons in Atlanta,[49][50][51][52] Long signed as a free agent with the Vancouver Grizzlies,[53][54] and Tyrone Corbin re-signed with the Sacramento Kings.[55]",Lenny Wilkens,0.62,2.0,True,False,False,False,4.0
Atlanta Hawks,2000,2001,"The 2000–01 NBA season was the Hawks' 52nd season in the National Basketball Association, and 33rd season in Atlanta.[1] The Hawks received the sixth overall pick in the 2000 NBA draft, and selected DerMarr Johnson from the University of Cincinnati.[2][3][4][5][6] In the off-season, the team signed free agent Matt Maloney, and re-signed Anthony Johnson after a brief stint with the Orlando Magic.[7] Under new head coach Lon Kruger,[8] the Hawks got off to a bad start losing their first seven games, but then posted a 7–7 record in December. In January, the team traded Johnson and Jim Jackson to the Cleveland Cavaliers in exchange for Brevin Knight.[9][10][11][12] At mid-season, Dikembe Mutombo, who was selected for the 2001 NBA All-Star Game,[13][14][15][16][17] was traded along with Roshown McLeod to the Philadelphia 76ers in exchange for Theo Ratliff, Toni Kukoč and Nazr Mohammed.[18][19][20][21][22] However, Ratliff injured his wrist prior to the trade, and was out for the remainder of the season.[23][24][25][26] Mutombo would later on be named Defensive Player of the Year with the Sixers,[27] who went on to lose in five games to the Los Angeles Lakers in the NBA Finals.[28][29][30][31][32] The Hawks continued to struggle losing ten straight games between February and March, as they finished seventh in the Central Division with a 25–57 record.[33] Second-year star Jason Terry showed improvement averaging 19.7 points, 4.9 assists and 1.3 steals per game, while Lorenzen Wright averaged 12.4 points and 7.5 rebounds per game, Alan Henderson provided the team with 10.5 points and 5.6 rebounds per game, and Knight contributed 6.9 points, 6.1 assists and 2.0 steals per game in 47 games with the team after the trade.[34] Following the season, Wright and Knight were both traded to the Memphis Grizzlies.[35][36][37][38]",Lon Kruger,0.305,4.0,False,False,False,False,13.0
Atlanta Hawks,2001,2002,"The 2001–02 NBA season was the Hawks' 53rd season in the National Basketball Association, and 34th season in Atlanta.[1] In the 2001 NBA draft, the Hawks selected Spanish basketball star Pau Gasol with the third overall pick, but soon traded him to the Memphis Grizzlies in exchange for Shareef Abdur-Rahim, and first round draft pick Jamaal Tinsley out of Iowa State University;[2][3][4][5][6] however, Tinsley was soon traded to the Indiana Pacers.[7][8][9] During the off-season, the team signed free agents Ira Newble, Jacque Vaughn and Emanual Davis.[10][11] However, Theo Ratliff would only play just three games due to a hip injury, and was replaced with Nazr Mohammed as the team's starting center.[12][13][14] The Hawks struggled losing six of their first seven games, then posted a 3–12 record in January as they held a 16–33 record at the All-Star break.[15] The team dealt with injuries all season as Davis only played just 28 games due to a broken left wrist, while Alan Henderson only played just 26 games due to a knee injury, and Chris Crawford only appeared in just seven games also due to a knee injury.[16] However, the team played around .500 for the remainder of the season while posting a 9–7 record in March. The Hawks showed slight improvement avoiding 50 losses by finishing sixth in the Central Division with a 33–49 record.[17] Abdur-Rahim had a stellar season averaging 21.2 points, 9.0 rebounds and 1.3 steals per game, and was selected for the 2002 NBA All-Star Game,[18][19][20][21][22] while Jason Terry averaged 19.3 points, 5.7 assists and 1.8 steals per game, and Mohammed provided the team with 9.7 points and 7.9 rebounds per game. In addition, Toni Kukoč provided with 9.9 points per game off the bench, while Dion Glover contributed 8.9 points per game, second-year forward DerMarr Johnson contributed 8.4 points per game, and Newble averaged 8.0 points and 5.3 rebounds per game.[23] Following the season, Kukoč was traded to the Milwaukee Bucks,[24][25][26][27] and Vaughn signed as a free agent with the Orlando Magic.[28][29][30]",Lon Kruger,0.402,6.0,False,False,False,False,12.0
Atlanta Hawks,2002,2003,"The 2002–03 NBA season was the Hawks' 54th season in the National Basketball Association, and 35th season in Atlanta.[1] Atlanta hosted the 2003 NBA All-Star Game. In the off-season, the Hawks acquired All-Star forward Glenn Robinson from the Milwaukee Bucks.[2][3][4] However, DerMarr Johnson missed the entire season with a broken neck sustained from an off-season car accident.[5][6][7] With the addition of Robinson, and Theo Ratliff playing his first full season with the team, the Hawks would get off to a 6–4 start, which included a road win over the 3-time defending champion Los Angeles Lakers, 95–83 at Staples Center on November 12.[8][9] However, they would proceed to struggle as head coach Lon Kruger was fired after Christmas with the team floundering at 11–16.[10][11] Under replacement Terry Stotts, the Hawks lost 12 of their next 15 games, including two six-game losing streaks in December and January, and held a 19–30 record at the All-Star break.[12] Despite winning six of their final eight games in April, they finished fifth in the Central Division with a 35–47 record.[13] Robinson averaged 20.8 points, 6.6 rebounds and 1.3 steals per game, while Shareef Abdur-Rahim averaged 19.9 points and 8.4 rebounds per game, and Jason Terry provided the team with 17.2 points, 7.4 assists and 1.6 steals per game. In addition, Dion Glover contributed 9.7 points per game, while Ratliff provided 8.7 points, 7.5 rebounds, and a team-leading 3.2 blocks per game, and Ira Newble contributed 7.7 points per game.[14] Following the season, Robinson was traded to the Philadelphia 76ers after just one season in Atlanta,[15][16][17] while Newble signed as a free agent with the Cleveland Cavaliers,[18][19] and Johnson and Emanual Davis were both released to free agency.",Lon Kruger  Terry Stotts,0.427,5.0,False,False,False,False,11.0
